N,Page,ID,Name,Author,Description,Tags,Sensors
1035,69,3254717,DSB WIFI TI 226/3254717,mwa0000040367463,Nextcon LTDA,[],['co']
1036,70,3254716,DSB WIFI TI 226/3254716,mwa0000040367463,Nextcon LTDA,[],['co']
1037,70,3254715,DSB WIFI TI 226/3254715,mwa0000040367463,Nextcon LTDA,[],['co']
1038,70,3254713,DSB WIFI TI 225/3254713,mwa0000040367452,Nextcon LTDA,[],['co']
1039,70,3254691,distance,mwa0000022633813,distance,[],['distance']
1040,70,659554,Study,vosarno,"Temperature and humidity, Pi 3B, DHT 22",[],"['temperature', 'temp', 'humidity']"
1041,70,2258693,Dvorište,mwa0000019171858,DS,[],[]
1042,70,3254647,SmartDrop,mwa0000040396247,Ақылды тамшылатып суару жүйесі,[],[]
1043,70,174114,Daniel,majos84,Temperatura,[],['temp']
1044,70,3004274,Temperatur Büro RE,mwa0000017807058,Temperatur Büro RE,[],['temp']
1045,70,3232750,Temperature_Humidity...,mwa0000040187897,Sensor board development,[],[]
1046,70,1578445,S5 ACN P0 COMEDOR 15...,acnumbria,"Control de temperatura en vivienda, por suelo radiante, con sensores remotos en caldera y cada zona",[],"['temp', 'co']"
1047,70,3254607,principi di Digitali...,mwa0000039638486,esercizio 1,[],[]
1048,70,3250651,Smart IoT Weather Mo...,mwa0000028963561,"Real-time environmental monitoring system measuring temperature, humidity, atmospheric pressure, air quality, and light intensity using Arduino Uno R4 WiFi.",[],"['temperature', 'temp', 'humidity', 'pressure', 'air quality', 'light', 'ph']"
1049,70,3254536,ESP32 Energy Metre D...,mwa0000030193757,A Test Stuff,[],[]
1050,70,3063242,Equipment Condition ...,mwa0000030193757,This is the very first channel for my ECM project,[],[]
1051,71,2994591,Konstytucji 118,mwa0000038019961,"Pomiar zużycia wody Konstytucji 118;
W1 - pion lokale 2,4,6;
W2- pion lokale 1,3,5",[],[]
1052,71,3254530,ESP8266-DHT11,mwa0000001847340,ESP8266 and DHT11,[],['dht11']
1053,71,3254515,HELMET,mwa0000039336043,HELMET,[],[]
1054,71,3254485,Weather report card,mwa0000040394145,The report card has been developed by Shivnath kumar.,[],[]
1055,71,3254495,og channel,mwa0000040394098,"IOT LAB t,h,p",[],[]
1056,71,3254478,BME280,mwa0000040394116,"t,p,h",[],[]
1057,71,3254475,BME280,mwa0000040394093,temperature pressure and humidity of the room,[],"['temperature', 'temp', 'humidity', 'pressure']"
1058,71,3254449,HTR1,mwa0000040393966,Home Temperature Recording channel 1,[],"['temperature', 'temp', 'co']"
1059,71,3254487,IOT WEEK2,mwa0000040394158,"temp,pressure,humidity",[],"['temp', 'humidity', 'pressure']"
1060,71,3254461,bmeChannel,mwa0000035017070,"temp,pressure,humidity",[],"['temp', 'humidity', 'pressure']"
1061,71,3254473,WEEK2,mwa0000034737470,"Temperature,Pressure,Humidity",[],"['temperature', 'temp', 'humidity', 'pressure']"
1062,71,3254462,BME Channel,mwa0000040394066,"temperature, Pressure, Humidity",[],"['temperature', 'temp', 'humidity', 'pressure']"
1063,71,3254466,kaulabs,mwa0000034619445,kaulabs working channel,[],[]
1064,71,3248333,security impact of ...,mwa0000034493971,AurdinoUNO,[],[]
1065,71,3239897,KNS-16,mwa0000038046235,Trm138-uroven,[],[]
1066,72,3254379,Humidity and Tempera...,mwa0000040393428,เครื่องวัดอุณหภูมิ และ ความชื้น,[],[]
1067,72,3254380,Humidity and Temperr...,mwa0000040393447,เกี่ยวกับ การวัดอุณหภูมิ และ ความชื้น ภายในบ้าน,[],[]
1068,72,3254316,DHT,mwa0000040383113,climate,[],[]
1069,72,608053,Autotallin lämpötila,jarskim,Autotallin lämpötila,[],[]
1070,72,3254338,BME_AIML_1,mwa0000040393309,to upload sensor data,[],[]
1071,72,3254315,BME_AIML_1,mwa0000036553132,To upload BME sensor data,[],[]
1072,72,3254310,ESPWeatherData,mwa0000039429510,from the wokwi esp32 data,[],[]
1073,72,3221650,plant health monitoring,manogna19,"it dispalys plant parameters soil moisture, room temparature and humadity",[],"['temp', 'soil', 'soil moisture', 'moisture']"
1074,72,3254263,smartguard,mwa0000040393206,arduino,[],[]
1075,72,3254137,Aegis gps,mwa0000040392530,Gps location of our tank robot Aegis,[],['gps']
1076,72,3254128,test,mwa0000040392446,test1,[],[]
1077,72,3254116,Ludisor,rlucic,gets the data from Ludisor,[],[]
1078,72,912225,AIRQO-70 UNIT ACTIVE,airqodata02,AirQo unit with dual pms5003 sensors Kyengera,[],[]
1079,72,3119059,Dados,mwa0000039239706,Dados da captura do acelerometro,[],[]
1080,72,3254088,WEATHER STATION,mwa0000022770631,"DUDHKUNDI S.C. HIGH SCHOOL (H.S.)
Generated by BIPLAB MAHATA",[],[]
1081,73,3084182,Germinador Inteligente,mwa0000038851566,"Monitor sensores de temperatura, humedad y estados del germinador",[],['temp']
1082,73,2024221,stazione meteo,mwa0000029074606,Stazione meteo,[],[]
1083,73,3254058,Micro.Bit,mwa0000040390223,Test microbit,[],['mic']
1084,73,3254024,ESP8266-DHT11 PROJET...,mwa0000040389718,ESP8266-DHT11 PROJET METEO ET DHT11,[],['dht11']
1085,73,3254014,IOT-Distance,mwa0000040389006,i am checking it with the experiment also this project is about to measure the distance by using the ultra sonic sensors and oled display and esp32 dev kit with is wroon 32u pins,[],['distance']
1086,73,3250289,Smart Reminder Minum...,mwa0000039663907,Monitoring status alarm dan kepatuhan minum obat berbasis IoT menggunakan ESP32.,[],[]
1087,73,3184319,AHT10,mwa0000039756418,Logger for AHT10 sensor,[],[]
1088,73,3250700,SimBEEoza,mwa0000040363538,ESP32 senzor,[],[]
1089,73,3217615,heartmonitor,mwa0000040030212,heart rate  monitor system,[],[]
1090,73,3250753,HyRISE,mwa0000040364861,,"['hydroponics', 'total dissolved solids', 'ph level', 'temperature']","['temperature', 'temp', 'ph']"
1091,73,3253932,iot based agricultur...,mwa0000020125280,This project measures the soil moisture and sends it to the cloud,[],"['soil', 'soil moisture', 'moisture']"
1092,73,288583,MPPT status,fucik001,MPPT status,[],[]
1093,73,88640,ROOM TEMP,roberto2,TEST,[],[]
1094,73,3253929,IoT Based Food Spoil...,mwa0000040387755,"This ThingSpeak channel is implemented as part of an IoT-based food spoilage detection system to monitor food quality in real time. The channel consists of seven fields, where four fields display live sensor parameters—gas concentration, temperature, humi",[],"['temperature', 'temp', 'gas', 'co']"
1095,73,3253907,Environment,mwa0000040387558,Iot based project to check for environmental data,[],[]
1096,74,3253913,Soil Moisture Level ...,mwa0000039009468,This channel consists of data regarding soil moisture in terms of voltage and equivalent percentage,[],"['co', 'soil', 'soil moisture', 'moisture', 'voltage']"
1097,74,3214894,Solar powered effici...,mwa0000040010822,AurdinoUNo,[],[]
1098,74,1334856,API Meteored Duhau,Pampero4,,[],[]
1099,74,2870197,DC_Assignment,mwa0000030541121,,[],[]
1100,74,3253255,666666,mwa0000040384770,,[],[]
1101,74,1271411,Beelogger Universal ...,mwa0000020057299,,[],[]
1102,74,3262256,Estació Meteorològica,mwa0000040450226,,[],[]
1103,74,247718,ss,kusc00,,[],[]
1104,74,3261022,Tizuha1,mwa0000040443130,,[],[]
1105,74,2279554,Mala Seva ZRSKP,kptest,,[],[]
1106,74,3255644,ryantzk,mwa0000034848992,,[],[]
1107,74,3254753,inClass_4,mwa0000040397483,,[],[]
1108,74,1460876,MQTT,vosarno,,[],[]
1109,74,3231323,weather-station-data,mwa0000040171003,,[],[]
1110,74,3100641,Agri project,mwa0000028452264,,[],[]
1111,75,2438588,Node 1,mwa0000033027997,,[],[]
1112,75,2436847,Node1,mwa0000029588437,,[],[]
1113,75,1263909,Mod10Percobaan1,mwa0000020660979,,[],[]
1114,75,1444303,moxovich,mwa0000023104064,,[],[]
1115,75,2437108,Weather,mwa0000033004486,,[],[]
1116,75,2437124,Weather,mwa0000033027992,,[],[]
1117,75,2514281,Node1,mwa0000033752706,,[],[]
1118,75,2511316,Dew Point Measurement,mwa0000033733819,,[],[]
1119,75,2436819,Node 1,mwa0000027254039,,[],[]
1120,75,1606121,AirQo_G551,airqodata02,,[],[]
1121,75,2607635,Node1,mwa0000034503404,,[],[]
1122,75,2869640,Wind Power project,mwa0000030699350,,[],[]
1123,75,2512123,Node 1,mwa0000033706956,,[],[]
1124,75,79164,Boiler flow temp,nostrebor,,[],[]
1125,75,2436736,Model Node 1 Data,mwa0000033004792,,[],[]
1126,76,1339502,Dew Point Measurement,mwa0000021999302,,[],[]
1127,76,3212174,test ws,vcherianTMW,,[],[]
1128,76,584375,Koti mittarit,klkklk,,[],[]
1129,76,1028405,Dew Point Measurement,mwa0000016817193,,[],[]
1130,76,2436597,Model node1 data,mwa0000033009154,,[],[]
1131,76,1265376,Dew Point Measurement,mwa0000020641933,,[],[]
1132,76,1340685,Dew Point Measurement,mwa0000020111959,,[],[]
1133,76,660785,Dew Point Measurement,skondaga,,[],[]
1134,76,3208627,Dew Pointmeasurement,mwa0000039960314,,[],[]
1135,76,2436850,Model Node 1 Data,mwa0000032992342,,[],[]
1136,76,2608603,node 2,mwa0000034501232,,[],[]
1137,76,2608542,Node 1,mwa0000034505113,,[],[]
1138,76,2512724,Dew Point Measurement,mwa0000033742777,,[],[]
1139,76,2514335,Node 2,mwa0000033752706,,[],[]
1140,76,2437149,Node 2,mwa0000033032022,,[],[]
1141,77,2514335,Node 2,mwa0000033752706,,[],[]
1142,77,2437149,Node 2,mwa0000033032022,,[],[]
1143,77,2608479,node 1,mwa0000034500398,,[],[]
1144,77,2437179,Node2,mwa0000033027997,,[],[]
1145,77,2608092,Node 1,mwa0000034498127,,[],[]
1146,77,2266770,AIRQO_G5271,airqodata02,,[],[]
1147,77,538670,columbus,free0u,,[],[]
1148,77,2475893,Dew Point Measurement,mwa0000033421250,,[],[]
1149,77,229632,Temperatura Grudziądz,lurym89,,[],[]
1150,77,1002528,Dew Point Measurement,mwa0000017078584,,[],[]
1151,77,1359370,EngComp SOH,mwa0000020322060,,[],[]
1152,77,1003688,Weather over the pas...,byrnec747,,[],[]
1153,77,1060527,Uusi,mwa0000018135078,,[],[]
1154,77,1003696,Average Humidity,byrnec747,,[],[]
1155,77,1802164,Temp DC,mwa0000022599434,,[],[]
1156,78,2436860,Node1,mwa0000033027145,,[],[]
1157,78,2815696,Laboratory,mwa0000036591229,,[],[]
1158,78,1380971,Dew Point Measurement,mwa0000022436833,,[],[]
1159,78,782201,Dew Point Measurement,woodyloks,,[],[]
1160,78,2437776,Node-1,mwa0000033020283,,[],[]
1161,78,2608487,node 2,mwa0000034500398,,[],[]
1162,78,2608873,NODE 2,mwa0000034492500,,[],[]
1163,78,2437173,Model Node 2 data,mwa0000025711165,,[],[]
1164,78,2609522,Node 2,mwa0000034500645,,[],[]
1165,78,1951153,Airqo_G5115,airqodata02,,[],[]
1166,78,1073230,Mökin sisäilmankoste...,mwa0000017462533,,[],[]
1167,78,2943040,Canal Circuitos Inte...,mwa0000029195420,,[],[]
1168,78,1267540,J Mit 2,mwa0000017265688,,[],[]
1169,78,2608472,Modal Node 1,mwa0000020800823,,[],[]
1170,78,2436877,Node1,mwa0000033023083,,[],[]
1171,79,2608472,Modal Node 1,mwa0000020800823,,[],[]
1172,79,2436877,Node1,mwa0000033023083,,[],[]
1173,79,326743,chelyabinsk,free0u,,[],[]
1174,79,1347860,Asuinhuoneet,mwa0000018135078,,[],[]
1175,79,582275,Hämäläistentie koste...,toroti,,[],[]
1176,79,1032871,Dew Point Measurement,mwa0000018078760,,[],[]
1177,79,1003699,Dew Point Measurement,mwa0000017653737,,[],[]
1178,79,2512172,Node1,mwa0000033733819,,[],[]
1179,79,2339404,AIRQO_G5313,airqodata02,,[],[]
1180,79,2608521,node 1,mwa0000034511076,,[],[]
1181,79,2555402,Model Node 1,mwa0000034055483,,[],[]
1182,79,2435654,Model node 1,mwa0000033015384,,[],[]
1183,79,2609532,Node 2,mwa0000034511292,,[],[]
1184,79,2436824,Weather Data,mwa0000032968955,,[],[]
1185,79,2904322,DevSample_Temperature,mwa0000037425850,,[],[]
1186,80,2904322,DevSample_Temperature,mwa0000037425850,,[],[]
1187,80,1265745,Measurement,mwa0000020684489,,[],[]
1188,80,2950662,Alean 2.0,mwa0000037350281,,[],[]
1189,80,1656904,ProudVsen,cen123,,[],[]
1190,80,2554139,Model Node 1 data,mwa0000034047217,,[],[]
1191,80,1679129,IoT_March_22,mwa0000019774411,,[],[]
1192,80,2437236,Node 2,mwa0000032991167,,[],[]
1193,80,2335924,AIRQO_G5284,airqodata02,,[],[]
1194,80,2608874,Dew Point Measurement,mwa0000034511292,,[],[]
1195,80,1191412,Torppa Temp,mwa0000020003148,,[],[]
1196,80,2514424,Node 2,mwa0000033711591,,[],[]
1197,80,2513667,NODE 2,mwa0000033711980,,[],[]
1198,80,2027043,Forecasting,mwa0000028757033,,[],[]
1199,80,2554353,Model Node 1,mwa0000034048539,,[],[]
1200,80,2489040,Dew Point Measuremen...,mwa0000029721247,,[],[]
1201,81,2554353,Model Node 1,mwa0000034048539,,[],[]
1202,81,2489040,Dew Point Measuremen...,mwa0000029721247,,[],[]
1203,81,452935,opus,free0u,,[],[]
1204,81,2517467,Node 1,mwa0000033714334,,[],[]
1205,81,2513699,Node 1,mwa0000033710944,,[],[]
1206,81,2608432,Node 1,mwa0000034500351,,[],[]
1207,81,2437203,Measurements,mwa0000027084425,,[],[]
1208,81,2679198,Dew point Measurement,mwa0000026629057,,[],[]
1209,81,2513561,Node 1,mwa0000033733816,,[],[]
1210,81,2459546,Wondecla Power Gener...,mwa0000029721158,,[],[]
1211,81,2608858,Node 1,mwa0000034500650,,[],[]
1212,81,2434376,Dew Point Measurement,mwa0000027508958,,[],[]
1213,81,2436887,Node 1,mwa0000033009648,,[],[]
1214,81,2649980,AIRQO_G5361,airqodata02,,[],[]
1215,81,1631190,Halmetie,mwa0000016893515,,[],[]
1216,82,2608780,Node2,mwa0000034492781,,[],[]
1217,82,2437110,Node1,mwa0000033008297,,[],[]
1218,82,2796815,Dew Point Measurement,mwa0000036219916,,[],[]
1219,82,2608511,Node 1,mwa0000034506740,,[],[]
1220,82,2607062,Node 1,mwa0000034501766,,[],[]
1221,82,2526570,AquaLink,mwa0000026566611,,[],[]
1222,82,2198758,AIRQO-G5235,airqodata02,,[],[]
1223,82,2608892,Dew Point,mwa0000033369476,,[],[]
1224,82,2513689,Model Node 1,mwa0000033742813,,[],[]
1225,82,1105742,Measurement and plot...,priyankaa13,,[],[]
1226,82,2609525,Node2,mwa0000034512686,,[],[]
1227,82,2609579,Node2,mwa0000034493220,,[],[]
1228,82,2513725,NODE 2,mwa0000033712601,,[],[]
1229,82,2608452,node 2,mwa0000034504308,,[],[]
1230,82,2552414,Model Node 1 Data,mwa0000024953425,,[],[]
1231,83,2552414,Model Node 1 Data,mwa0000024953425,,[],[]
1232,83,2514083,Node2,mwa0000033710070,,[],[]
1233,83,2437182,Monitoring,mwa0000033032153,,[],[]
1234,83,2608075,node 1 channel,mwa0000034500132,,[],[]
1235,83,2436851,Weather,mwa0000033008240,,[],[]
1236,83,1105738,Measurement and Plot...,pujithsai6699,,[],[]
1237,83,2514275,Node 2,mwa0000033738782,,[],[]
1238,83,2650074,AIRQO_G5367,airqodata02,,[],[]
1239,83,2649967,AIRQO_G5359,airqodata02,,[],[]
1240,83,3122732,Dew Point Measurement,mwa0000035055834,,[],[]
1241,83,2852158,Estacion metereologi...,mwa0000036953675,,[],[]
1242,83,2608208,Node 1,mwa0000034498010,,[],[]
1243,83,583385,Hämäläistentie ulkol...,toroti,,[],[]
1244,83,2608184,node 1,mwa0000034500338,,[],[]
1245,83,2513482,Dew point measurement,mwa0000024818572,,[],[]
1246,84,583385,Hämäläistentie ulkol...,toroti,,[],[]
1247,84,2608184,node 1,mwa0000034500338,,[],[]
1248,84,2513482,Dew point measurement,mwa0000024818572,,[],[]
1249,84,2608485,Node 2,mwa0000034503395,,[],[]
1250,84,1207114,B. Aneesh Reddy (18B...,mwa0000018991490,,[],[]
1251,84,2550129,Node 2 data,mwa0000022676297,,[],[]
1252,84,1105739,Measurement and Plot...,maulishrib,,[],[]
1253,84,2513694,Dew Point Measurement,mwa0000033753826,,[],[]
1254,84,368138,Ricampionato 10 minu...,agig66,,[],[]
1255,84,2511684,Node 1,mwa0000033707745,,[],[]
1256,84,688201,Ricampionato 10 minu...,agig66,,[],[]
1257,84,352993,Ricampionato 10 minu...,agig66,,[],[]
1258,84,2438587,model node2,mwa0000033026643,,[],[]
1259,84,2513731,Node1,mwa0000033731163,,[],[]
1260,84,2436793,Model Node 1 data,mwa0000033010223,,[],[]
1261,85,2513731,Node1,mwa0000033731163,,[],[]
1262,85,2436793,Model Node 1 data,mwa0000033010223,,[],[]
1263,85,1649196,Dew Measurement,shubham2001,,[],[]
1264,85,2388762,Innen,mwa0000027452147,,[],[]
1265,85,2434742,Weather Measurement,mwa0000032997148,,[],[]
1266,85,1742447,Bienenwaage Q1_1,mwa0000026495573,,[],[]
1267,85,2636173,A_漢神國際_彌陀場域1,mwa0000029068820,,[],[]
1268,85,1358221,Dew Point Measurement,mwa0000020213109,,[],[]
1269,85,1300845,Dew Point Measurement,mwa0000019099730,,[],[]
1270,85,2511325,Dew Measurement 2,vasanth459,,[],[]
1271,85,2198529,AIRQO-G5202,airqodata02,,[],[]
1272,85,2649270,Environmental Dust a...,mwa0000034635577,,[],[]
1273,85,2608122,Node 2,mwa0000022515669,,[],[]
1274,85,2554356,Model Node 2,mwa0000034048539,,[],[]
1275,85,2436949,Node 1,mwa0000033003728,,[],[]
1276,86,2609534,Node 2,mwa0000034517877,,[],[]
1277,86,2511611,Test,mwa0000033708635,,[],[]
1278,86,2608076,node 2 channel,mwa0000034500132,,[],[]
1279,86,2649955,AIRQO_G5358,airqodata02,,[],[]
1280,86,2513664,Node 2,mwa0000033707745,,[],[]
1281,86,2174762,Dew Point Measurement,mwa0000030314487,,[],[]
1282,86,3078841,Razak Dew Point Meas...,mwa0000038786666,,[],[]
1283,86,2513490,Model Node 1 data,mwa0000033742777,,[],[]
1284,86,2608228,Node 2,mwa0000034509768,,[],[]
1285,86,2514971,Model Node 1,mwa0000024818572,,[],[]
1286,86,2607031,Dew Measurement,mwa0000020800823,,[],[]
1287,86,2925325,Dev point,vyacheslav78,,[],[]
1288,86,1241658,API Meteored Trenque...,Pampero3,,[],[]
1289,86,613853,Dew Point Measurement,studentnike,,[],[]
1290,86,2514418,Node 2,mwa0000033747159,,[],[]
1291,87,2514418,Node 2,mwa0000033747159,,[],[]
1292,87,2513665,NODE2,mwa0000033742157,,[],[]
1293,87,1265953,Dew Point Measurement,mwa0000020686946,,[],[]
1294,87,1031621,Dew point measurement,mwa0000017411845,,[],[]
1295,87,1925261,Lämpötila ja ilmanko...,mwa0000028244928,,[],[]
1296,87,2292847,AIRQO_G5278,airqodata02,,[],[]
1297,87,1393084,Boiler and Buffer temp,phanna,,[],[]
1298,87,1680623,Dew Point Measurement,mwa0000019551333,,[],[]
1299,87,2436862,Node 1,mwa0000032986358,,[],[]
1300,87,2512203,Node 2,mwa0000033733819,,[],[]
1301,87,2553443,Model Node 1 Data,mwa0000034002803,,[],[]
1302,87,1681359,Dew Point Measurement,mwa0000024023314,,[],[]
1303,87,2851853,Air Quality in Germany,mwa0000025587245,,[],[]
1304,87,2510835,Dew Point Measurement,mwa0000033711543,,[],[]
1305,87,2848661,Dew Point Calculation,mwa0000027380210,,[],[]
1306,88,2848661,Dew Point Calculation,mwa0000027380210,,[],[]
1307,88,2514121,Node 1,mwa0000033711591,,[],[]
1308,88,2032147,First try,mwa0000020195676,,[],[]
1309,88,2627608,Dew Point Measurement,mwa0000034675032,,[],[]
1310,88,1086579,Dew Point Measurement,chhavi321,,[],[]
1311,88,2711768,C_晶創台江漁人場域,mwa0000029068820,,[],[]
1312,88,2437118,Node2,mwa0000033015384,,[],[]
1313,88,2608459,Node2,mwa0000034502569,,[],[]
1314,88,1798549,Wind &Solar Power Test,mwa0000019065934,,[],[]
1315,88,2608464,node 2,mwa0000034500499,,[],[]
1316,88,2609528,Node 1,mwa0000034517877,,[],[]
1317,88,2514974,Model Node 2,mwa0000024818572,,[],[]
1318,88,2436601,Node 1,mwa0000033026464,,[],[]
1319,88,1676687,AQI and Dew Point Te...,mwa0000022632550,,[],[]
1320,88,2327775,Dew Point Measurement,mwa0000028705456,,[],[]
1321,89,2327775,Dew Point Measurement,mwa0000028705456,,[],[]
1322,89,2435356,Model   Node 1 Data,mwa0000025711165,,[],[]
1323,89,2608188,Node 2,mwa0000034500338,,[],[]
1324,89,2438583,Node 1.0,mwa0000032991167,,[],[]
1325,89,1036315,Dew Point Measurement,mwa0000017032531,,[],[]
1326,89,1358190,Dew Point Measurement,mwa0000020239882,,[],[]
1327,89,2437127,Modal Data 1,mwa0000033008991,,[],[]
1328,89,1962719,Airqo_G5133,airqodata02,,[],[]
1329,89,2436854,Node 1,mwa0000033008312,,[],[]
1330,89,2608124,Node 1,mwa0000034500090,,[],[]
1331,89,857666,Networks,stanislas10,,[],[]
1332,89,843367,Pi,stanislas10,,[],[]
1333,89,857289,UPS,stanislas10,,[],[]
1334,89,1193715,Dew Point Measurement,mwa0000020022001,,[],[]
1335,89,958831,Mittaukset,mwa0000017265688,,[],[]
1336,90,1648939,Exp 2,tejaswinidesai23,,[],[]
1337,90,1305835,Dew Point Measurement,mwa0000019985620,,[],[]
1338,90,2407585,Water station,mwa0000030003816,,[],[]
1339,90,2608591,node 1,mwa0000034501232,,[],[]
1340,90,2514453,node 1,mwa0000033729847,,[],[]
1341,90,2101095,Dew Point Measurement,mwa0000029817882,,[],[]
1342,90,2451894,Battery Monitoring S...,mwa0000033026643,,[],[]
1343,90,2055346,wind and solar power...,mwa0000019059637,,[],[]
1344,90,2513468,Dew Point Measurement,mwa0000033710070,,[],[]
1345,90,2608871,NODE 1,mwa0000034492500,,[],[]
1346,90,2510721,Dew point measurement,mwa0000033712023,,[],[]
1347,90,2539227,AIRQO_G5343,airqodata02,,[],[]
1348,90,2608862,node 2,mwa0000034502893,,[],[]
1349,90,1535528,TČ posledních 10h,mwa0000021525572,,[],[]
1350,90,1976169,Dew Measurement,mwa0000018642776,,[],[]
1351,91,1535528,TČ posledních 10h,mwa0000021525572,,[],[]
1352,91,1976169,Dew Measurement,mwa0000018642776,,[],[]
1353,91,2437247,Node 1 & Node 2,mwa0000033014473,,[],[]
1354,91,2608175,Node 2,mwa0000034501766,,[],[]
1355,91,1057098,Extras,mwa0000018135078,,[],[]
1356,91,2610839,Node 2,mwa0000034508982,,[],[]
1357,91,2512734,Node2,mwa0000033710693,,[],[]
1358,91,876544,Dew Point Measurment,hugo1112,,[],[]
1359,91,843358,Pi,kalmar17a,,[],[]
1360,91,2514346,Node1,mwa0000033729745,,[],[]
1361,91,857281,UPS,kalmar17a,,[],[]
1362,91,2537061,EIAQI,mwa0000024028930,,[],[]
1363,91,2900877,Dew Point Measurement,mwa0000037399740,,[],[]
1364,91,2514449,Node1,mwa0000033734120,,[],[]
1365,91,2449123,Battery Monitoring,mwa0000032995984,,[],[]
1366,92,2449123,Battery Monitoring,mwa0000032995984,,[],[]
1367,92,2608445,node 1,mwa0000034504308,,[],[]
1368,92,2879696,Eason_Chris_Adit_Pla...,mwa0000026657249,,[],[]
1369,92,2198531,AIRQO-G5204,airqodata02,,[],[]
1370,92,2437682,Node 1,mwa0000033008229,,[],[]
1371,92,2512159,Assignment 1,mwa0000033707775,,[],[]
1372,92,2608153,Node 2,mwa0000034500090,,[],[]
1373,92,2608869,Node 2,mwa0000034500650,,[],[]
1374,92,2465060,Ev power measurement...,mwa0000021610133,,[],[]
1375,92,2608166,Node 2,mwa0000034497506,,[],[]
1376,92,1105757,measurement and plot...,mwa0000018991471,,[],[]
1377,92,2510949,Dew Point Measurement,mwa0000033709144,,[],[]
1378,92,2437143,Weather,mwa0000033032022,,[],[]
1379,92,2514550,AquaLink,mwa0000033729801,,[],[]
1380,92,2373534,ESP32 HygroTemp SUMMARY,mwa0000032370391,,[],[]
1381,93,2373534,ESP32 HygroTemp SUMMARY,mwa0000032370391,,[],[]
1382,93,2608822,Dew Point Measurement,mwa0000034512686,,[],[]
1383,93,2555412,Model Node 2,mwa0000034055483,,[],[]
1384,93,2513639,NODE 1,mwa0000033711980,,[],[]
1385,93,2513562,Node 2,mwa0000019139600,,[],[]
1386,93,2943039,Sala Fabricación Cir...,mwa0000037328640,,[],[]
1387,93,1684737,Dew Point Measurement,mwa0000026052347,,[],[]
1388,93,2512149,Dew Point Measurement,mwa0000033742454,,[],[]
1389,93,2608167,Dew point,mwa0000034503395,,[],[]
1390,93,2608457,node 1,mwa0000034500499,,[],[]
1391,93,2511757,Node 1,mwa0000018087041,,[],[]
1392,93,1458394,大立光LP4平均風速(m/s),mwa0000022589108,,[],[]
1393,93,2436537,Dew Point,mwa0000033024913,,[],[]
1394,93,1676523,Dew Point Measurement,mwa0000023780110,,[],[]
1395,93,3096125,Dew Point Measurement,mwa0000039010900,,[],[]
1396,94,1458394,大立光LP4平均風速(m/s),mwa0000022589108,,[],[]
1397,94,2436537,Dew Point,mwa0000033024913,,[],[]
1398,94,1676523,Dew Point Measurement,mwa0000023780110,,[],[]
1399,94,3096125,Dew Point Measurement,mwa0000039010900,,[],[]
1400,94,1365240,Dew point Measurement,mwa0000020239834,,[],[]
1401,94,1125554,my first thigspeak c...,mwa0000019275521,,[],[]
1402,94,3202417,Sensor2test,mwa0000035494460,,[],[]
1403,94,2514686,Node 2,mwa0000033729857,,[],[]
1404,94,1036270,Dew point measurement,mwa0000017076057,,[],[]
1405,94,2608142,Node 2,mwa0000034498127,,[],[]
1406,94,2084555,AirQo-G5143,airqodata02,,[],[]
1407,94,3051766,Dew Point Measurement,mwa0000028266494,,[],[]
1408,94,1032750,Week 5,mwa0000017592137,,[],[]
1409,94,2609135,Node 1,mwa0000034500645,,[],[]
1410,94,1003795,Week 5&6,mwa0000016924487,,[],[]
1411,95,1360568,demo_exp_5i,mwa0000020943897,,[],[]
1412,95,1790933,Data comm set2,mwa0000017641244,,[],[]
1413,95,2436833,Node 1,mwa0000032993880,,[],[]
1414,95,2020143,Temperature analysis,mwa0000028757033,,[],[]
1415,95,2512871,Node 2,mwa0000033712756,,[],[]
1416,95,3242237,Dew Point Measurement,mwa0000040288992,,[],[]
1417,95,2608859,node 1,mwa0000034502893,,[],[]
1418,95,2608214,Node 1,mwa0000034509768,,[],[]
1419,95,1029838,Dew Point Measurement,mwa0000017664583,,[],[]
1420,95,1341167,Dew Point Measurement,mwa0000022004166,,[],[]
1421,95,1681907,HW2,mwa0000017960969,,[],[]
1422,95,2510820,Dew Point Measurement,mwa0000033729305,,[],[]
1423,95,2512229,Node 2,mwa0000033706956,,[],[]
1424,95,1003687,Dew Point Measurement,stephaniebutler,,[],[]
1425,95,1667991,Data Communication -...,mwa0000021551461,,[],[]
1426,96,1036796,Dew Point Measurement,mwa0000017066089,,[],[]
1427,96,574070,Koti,pietola,,[],[]
1428,96,2549181,Dew Point Measurement,mwa0000034004621,,[],[]
1429,96,2963649,airqo_g5502,airqodata02,,[],[]
1430,96,2514984,NODE1,mwa0000033731155,,[],[]
1431,96,2198724,AIRQO-G5233,airqodata02,,[],[]
1432,96,2337226,AIRQO_G5301,airqodata02,,[],[]
1433,96,2198536,AIRQO-G5209,airqodata02,,[],[]
1434,96,1028355,Analysis/Scheduling ...,mwa0000017592117,,[],[]
1435,96,2312937,AIRQO_G5282,airqodata02,,[],[]
1436,96,1681343,Dew Point Measurement,mwa0000020005558,,[],[]
1437,96,2513693,Node1,mwa0000033706992,,[],[]
1438,96,1264677,Modul10,mwa0000020671867,,[],[]
1439,96,1465736,Dew point measurement,mwa0000023445313,,[],[]
